seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean ocean seaIce ocean ocean ocean ocean ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean ocean ocean ocean seaIce seaIce seaIce ocean seaIce ocean ocean seaIce seaIce seaIce ocean seaIce ocean seaIce seaIce ocean seaIce ocean seaIce ocean seaIce seaIce ocean seaIce ocean seaIce seaIce ocean ocean seaIce seaIce seaIce ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean seaIce seaIce seaIce seaIce ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce ocean seaIce ocean ocean ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean seaIce seaIce ocean ocean seaIce seaIce ocean seaIce seaIce ocean ocean ocean ocean ocean seaIce ocean ocean seaIce seaIce seaIce ocean ocean seaIce seaIce ocean ocean ocean ocean seaIce ocean seaIce seaIce ocean seaIce seaIce ocean seaIce seaIce ocean seaIce ocean ocean seaIce seaIce ocean ocean seaIce ocean seaIce seaIce ocean seaIce seaIce seaIce seaIce ocean ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean seaIce ocean ocean ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce 

ocean ocean ocean ocean coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland trees trees trees forest trees trees grassland grassland grassland trees trees forest forest trees forest trees grassland grassland trees grassland grassland trees trees forest trees forest hills grassland trees trees grassland trees forest trees trees hills grassland hills hills grassland trees forest trees hills grassland hills forest trees grassland grassland grassland grassland trees grassland trees forest hills grassland trees grassland grassland trees trees grassland hills forest hills grassland trees grassland trees hills forest trees grassland trees trees trees grassland hills grassland trees trees grassland grassland trees forest forest trees forest trees forest trees trees grassland grassland trees trees forest trees forest hills grassland grassland grassland grassland trees trees forest trees grassland trees trees forest trees forest trees trees trees trees trees trees forest trees grassland trees trees grassland grassland trees grassland grassland trees grassland trees trees trees trees trees grassland grassland grassland grassland grassland grassland hills grassland grassland trees trees grassland grassland grassland grassland grassland hills hills trees trees grassland coast ocean ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast coast ocean ocean coast ocean ocean ocean ocean ocean coast grassland grassland trees trees grassland trees trees hills forest trees hills grassland trees forest trees trees forest forest forest trees grassland trees grassland trees forest forest forest forest hills grassland grassland trees trees grassland trees trees trees forest forest trees forest forest trees forest forest forest forest trees grassland hills forest trees trees trees grassland grassland trees trees trees trees hills forest hills grassland grassland grassland hills grassland trees grassland trees forest trees trees grassland hills grassland trees trees grassland grassland hills forest trees trees forest trees hills forest trees hills grassland hills forest trees grassland grassland trees trees forest forest trees forest trees grassland trees grassland grassland trees forest trees forest trees grassland trees trees forest forest forest forest forest trees trees grassland trees forest trees grassland grassland grassland grassland grassland grassland grassland grassland trees grassland trees trees forest forest forest hills grassland grassland trees trees hills hills trees trees trees trees trees grassland trees trees trees forest hills trees forest trees grassland coast coast coast ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland coast coast grassland coast coast ocean ocean ocean ocean coast grassland trees grassland grassland trees grassland grassland trees trees forest trees grassland trees trees trees trees trees trees trees grassland grassland hills forest forest trees trees trees trees trees grassland grassland grassland trees forest trees forest trees hills grassland trees hills forest trees trees trees trees grassland trees hills trees forest forest trees grassland grassland trees trees trees grassland hills trees trees grassland trees trees forest hills grassland trees forest trees trees trees grassland grassland trees trees trees grassland trees grassland trees forest forest forest trees trees trees grassland grassland grassland grassland hills forest trees trees trees forest forest forest trees trees forest trees forest trees grassland trees trees forest trees trees trees trees trees forest trees trees forest trees trees forest trees trees trees trees grassland trees trees trees trees grassland grassland trees trees grassland trees trees trees forest hills hills trees grassland grassland trees forest forest forest trees forest forest trees trees trees trees forest trees grassland trees forest trees grassland grassland grassland grassland coast ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland coast grassland grassland grassland grassland coast ocean ocean coast grassland grassland trees trees trees forest trees hills forest forest hills forest trees forest trees grassland trees forest trees trees grassland grassland trees trees forest hills hills forest forest forest hills grassland trees forest hills forest forest trees trees grassland trees hills hills grassland grassland trees forest trees trees trees trees forest forest trees trees grassland trees trees trees grassland trees grassland grassland hills forest forest trees grassland grassland grassland trees forest trees grassland grassland trees forest forest trees grassland grassland trees forest trees forest trees trees trees forest trees grassland hills grassland grassland trees forest forest forest trees trees trees grassland hills forest trees forest trees trees trees forest forest trees forest trees grassland grassland trees grassland grassland trees trees trees forest forest forest forest forest hills trees trees forest forest hills trees trees grassland trees trees grassland grassland trees grassland grassland trees grassland grassland trees trees trees forest forest trees hills grassland trees trees trees forest trees trees grassland trees grassland coast coast coast grassland grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland trees grassland grassland coast coast coast coast coast coast coast grassland trees trees forest trees trees trees trees forest trees grassland trees grassland grassland trees trees forest forest trees hills forest forest trees grassland trees trees trees forest trees grassland trees forest forest trees trees forest trees grassland trees trees grassland grassland trees trees forest forest forest forest forest trees hills grassland grassland grassland trees forest forest trees forest trees grassland grassland trees forest forest trees trees trees forest forest trees trees hills forest forest forest trees grassland grassland grassland trees forest trees grassland grassland trees forest trees trees forest trees trees forest forest trees trees trees trees trees grassland grassland hills grassland hills grassland trees trees forest forest trees trees trees trees grassland grassland trees grassland grassland trees grassland hills trees forest trees forest hills trees trees forest trees hills trees trees trees forest forest trees grassland trees grassland hills forest trees trees trees trees trees forest trees grassland grassland trees trees forest forest trees trees trees grassland trees trees grassland coast ocean coast grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast coast coast grassland hills grassland trees trees trees grassland grassland grassland grassland grassland grassland coast grassland grassland grassland hills grassland grassland grassland grassland trees trees trees grassland trees trees forest trees trees trees trees trees forest hills grassland grassland trees grassland trees trees grassland grassland trees forest trees trees hills forest trees grassland trees trees grassland trees forest trees trees trees trees forest trees grassland grassland grassland grassland grassland trees forest deepWood forest trees trees trees trees forest forest trees grassland hills grassland trees forest trees trees hills trees trees trees trees grassland grassland grassland trees trees forest trees trees trees forest trees forest forest trees forest trees trees trees trees trees grassland grassland grassland trees trees trees trees trees grassland trees forest trees forest trees trees trees hills trees trees trees grassland trees grassland hills grassland hills grassland hills trees trees trees forest forest hills trees trees forest hills forest trees grassland grassland trees trees forest forest forest forest trees forest forest trees trees trees trees forest forest trees grassland grassland grassland trees trees grassland grassland grassland coast ocean coast ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland trees forest trees trees forest trees trees trees trees hills hills grassland grassland grassland trees trees trees grassland grassland grassland grassland trees grassland grassland trees forest trees trees trees grassland trees trees trees forest forest trees hills hills grassland grassland grassland grassland hills forest forest trees grassland hills hills grassland grassland trees forest trees forest trees grassland trees trees trees forest forest trees grassland trees trees grassland trees trees forest trees grassland trees forest forest trees trees grassland hills forest trees trees forest trees trees grassland trees trees trees trees grassland grassland grassland trees hills forest trees trees trees trees trees forest forest trees trees trees forest forest trees trees trees trees grassland trees trees trees trees grassland grassland grassland hills grassland trees grassland trees trees forest trees trees trees trees trees grassland trees trees grassland trees trees trees grassland trees forest hills grassland grassland grassland trees grassland hills grassland grassland hills forest forest forest deepWood deepWood forest trees forest trees forest trees trees forest trees trees grassland grassland grassland grassland grassland trees trees grassland grassland coast ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland trees trees forest forest forest trees trees trees grassland trees forest forest trees trees grassland trees trees grassland hills hills grassland grassland trees grassland trees grassland hills forest forest trees grassland trees forest trees forest deepWood forest trees forest trees trees trees trees hills forest forest trees grassland trees grassland grassland hills forest trees grassland trees forest trees forest forest forest forest forest forest trees grassland grassland grassland trees forest forest trees trees forest forest forest trees grassland grassland trees trees forest trees trees trees trees trees trees trees grassland grassland grassland grassland grassland grassland grassland hills forest trees trees grassland grassland trees trees trees forest trees forest hills grassland trees trees grassland grassland trees grassland grassland grassland grassland trees trees trees trees grassland grassland trees trees trees trees forest trees trees grassland grassland trees grassland hills forest forest trees trees forest trees grassland grassland grassland grassland trees grassland grassland grassland grassland grassland hills trees trees forest forest forest forest trees trees forest forest trees forest forest trees grassland grassland grassland grassland hills forest hills grassland coast ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland trees trees hills grassland grassland grassland grassland trees trees forest forest trees trees forest trees trees trees forest trees trees forest hills grassland trees trees forest forest trees grassland grassland trees forest forest forest trees grassland trees trees forest trees trees trees trees hills forest hills grassland grassland trees trees trees forest trees forest forest trees trees trees forest trees trees trees trees grassland grassland trees forest deepWood forest trees grassland trees trees trees grassland grassland grassland grassland trees forest trees trees forest trees trees grassland grassland grassland trees hills grassland grassland trees grassland hills hills forest trees trees grassland trees forest forest trees grassland hills grassland grassland trees trees trees grassland trees trees grassland grassland grassland trees forest forest trees grassland trees forest trees trees trees forest forest trees trees grassland trees grassland trees forest trees trees forest forest trees grassland grassland grassland trees forest hills grassland trees grassland grassland grassland trees forest forest trees trees trees trees trees trees trees trees forest forest trees grassland grassland trees grassland trees trees grassland grassland coast ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast coast grassland trees grassland grassland grassland grassland trees trees forest trees trees trees trees trees trees forest forest trees forest forest trees hills hills grassland grassland grassland hills forest trees trees grassland trees forest forest trees trees trees forest forest forest trees forest trees trees grassland hills grassland grassland trees grassland trees trees trees grassland trees trees trees forest forest trees grassland grassland trees grassland grassland trees trees trees forest forest forest hills grassland grassland grassland grassland grassland trees grassland grassland hills grassland grassland trees trees trees grassland hills hills grassland grassland grassland grassland grassland grassland grassland grassland hills grassland trees grassland grassland trees trees trees grassland grassland grassland trees forest trees grassland grassland grassland trees grassland grassland grassland trees forest forest trees grassland grassland trees forest trees trees trees trees grassland grassland grassland trees grassland grassland trees trees forest trees trees forest trees trees trees trees trees trees grassland grassland grassland grassland trees trees trees forest forest trees trees hills grassland grassland trees forest forest forest trees grassland grassland grassland grassland grassland grassland coast coast coast ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland trees grassland trees trees trees trees trees grassland trees forest trees trees grassland trees trees forest trees trees forest trees trees trees grassland trees grassland grassland hills forest trees forest trees grassland hills forest trees trees trees forest trees hills forest forest trees forest trees grassland grassland grassland trees grassland hills grassland grassland grassland grassland grassland trees trees forest trees trees trees trees trees grassland grassland trees trees forest trees forest trees trees trees grassland trees grassland trees hills grassland grassland grassland hills forest hills hills grassland trees forest trees grassland trees grassland trees grassland grassland trees trees grassland grassland grassland grassland trees trees trees grassland grassland trees forest trees trees grassland trees trees trees trees grassland grassland trees trees trees trees trees grassland grassland hills grassland trees trees trees grassland grassland grassland grassland trees grassland trees forest hills grassland trees forest trees forest forest trees trees trees grassland grassland grassland grassland trees forest trees forest trees forest trees forest trees grassland grassland trees trees forest trees grassland grassland coast grassland coast grassland coast grassland grassland coast ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast coast grassland grassland grassland grassland grassland trees trees forest trees hills forest forest trees forest trees trees grassland trees grassland grassland trees grassland grassland grassland hills forest trees trees forest trees trees trees forest trees forest trees trees grassland hills hills grassland grassland trees forest forest deepWood forest hills grassland grassland trees trees forest trees trees trees trees trees forest forest trees grassland grassland grassland grassland grassland grassland trees grassland hills forest trees forest trees grassland trees trees trees grassland trees forest trees grassland trees grassland trees grassland grassland hills forest forest forest trees forest trees trees hills hills forest forest hills hills grassland grassland grassland grassland trees trees grassland grassland trees trees forest trees trees trees forest forest hills grassland trees trees trees forest forest trees trees grassland trees trees trees grassland grassland trees trees grassland grassland trees grassland hills grassland trees forest trees forest hills hills trees grassland trees grassland trees trees trees forest forest forest trees trees forest hills trees trees trees grassland hills forest trees grassland grassland grassland coast grassland coast coast grassland trees grassland grassland coast ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland trees grassland grassland grassland trees trees trees grassland hills hills trees forest forest trees trees trees trees grassland trees forest hills grassland grassland trees trees forest trees forest forest forest trees trees forest forest trees grassland trees forest trees grassland grassland trees trees trees forest forest trees grassland grassland grassland trees trees forest forest forest trees trees hills trees forest hills trees grassland trees grassland grassland trees trees grassland hills grassland trees grassland trees grassland grassland trees grassland grassland trees grassland trees grassland trees hills grassland hills grassland trees forest forest trees forest trees grassland hills trees forest forest trees hills grassland trees grassland grassland trees trees grassland hills grassland trees forest forest forest trees forest trees trees trees forest trees trees forest trees forest forest trees trees trees trees trees trees trees trees grassland grassland trees trees grassland grassland trees trees grassland trees grassland grassland trees grassland grassland trees trees trees grassland trees trees forest trees grassland hills grassland grassland trees grassland grassland grassland trees trees trees grassland coast coast coast ocean coast grassland grassland grassland coast ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland trees trees trees trees grassland grassland trees forest forest trees trees hills forest forest trees trees forest forest trees trees trees forest trees trees grassland grassland grassland hills trees forest trees forest forest forest forest forest forest trees forest trees grassland trees hills grassland grassland trees forest trees grassland grassland grassland grassland trees forest forest trees trees trees trees grassland grassland trees grassland trees grassland grassland trees trees trees grassland grassland trees hills grassland grassland grassland grassland grassland trees trees hills forest trees trees trees forest forest trees forest trees forest forest forest trees hills grassland grassland trees grassland trees trees grassland grassland grassland trees grassland trees trees forest trees forest trees grassland hills trees forest trees forest trees forest trees trees forest trees forest trees forest trees forest forest hills grassland trees trees grassland trees trees trees trees trees grassland trees trees trees grassland trees trees trees grassland grassland grassland hills grassland trees grassland trees trees trees trees trees grassland grassland grassland trees trees trees trees forest forest trees grassland grassland grassland coast ocean coast grassland grassland coast ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland trees forest hills hills grassland trees trees trees grassland grassland trees forest forest trees forest forest trees trees trees trees trees grassland grassland hills hills hills forest trees forest forest forest forest trees trees trees forest forest forest trees forest forest trees trees hills forest trees trees trees trees hills forest forest forest trees trees trees trees grassland grassland trees grassland grassland grassland trees forest forest trees grassland trees trees forest trees trees trees hills hills forest trees trees forest forest forest forest trees forest forest forest trees trees forest forest trees trees trees trees trees grassland grassland grassland grassland grassland trees trees hills forest forest forest forest trees forest hills grassland trees trees forest trees forest trees forest forest trees trees trees trees forest trees trees hills grassland trees forest trees grassland hills grassland grassland grassland grassland grassland trees trees forest trees trees trees grassland grassland grassland grassland hills hills grassland grassland trees forest forest forest forest hills hills trees grassland grassland grassland grassland trees trees grassland grassland coast grassland coast coast grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland trees forest hills grassland trees trees forest trees grassland trees forest forest trees forest forest forest forest forest hills grassland trees trees grassland grassland trees grassland trees forest hills forest trees trees forest trees grassland trees trees trees grassland trees forest trees grassland grassland hills grassland trees grassland grassland trees forest trees forest forest trees trees trees grassland trees trees grassland hills hills forest forest trees grassland hills forest forest trees grassland grassland trees grassland trees trees forest trees forest forest trees trees trees trees trees trees trees trees trees trees trees trees trees trees grassland grassland grassland grassland grassland grassland trees trees grassland trees trees forest trees grassland trees grassland trees forest forest trees grassland hills hills trees forest trees forest forest forest hills grassland grassland trees trees trees forest trees trees forest trees grassland trees grassland hills grassland trees trees trees grassland trees grassland grassland grassland grassland hills grassland grassland hills grassland trees trees trees forest trees trees grassland grassland trees grassland trees grassland grassland coast coast coast grassland grassland coast grassland coast coast ocean ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast coast grassland grassland trees grassland trees trees grassland trees trees trees trees grassland grassland hills trees trees trees forest forest forest trees grassland grassland trees forest hills grassland grassland grassland trees forest forest forest trees grassland hills grassland trees trees trees grassland grassland trees trees grassland grassland grassland trees grassland grassland grassland grassland trees trees trees forest trees forest trees forest trees forest trees grassland grassland trees forest forest trees trees forest trees hills grassland grassland trees forest trees forest forest forest forest hills forest forest forest trees grassland grassland grassland grassland trees forest forest trees forest forest forest trees trees grassland grassland trees trees trees forest trees trees trees trees trees grassland grassland trees grassland hills hills trees grassland trees grassland trees trees grassland hills hills trees grassland trees trees grassland grassland trees trees forest trees forest forest trees forest trees forest trees forest forest trees grassland trees grassland grassland hills grassland hills hills grassland hills grassland trees trees grassland trees trees trees grassland grassland trees grassland trees trees trees grassland coast ocean coast coast ocean coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean coast coast coast ocean coast grassland grassland trees trees forest trees grassland grassland grassland trees forest forest trees grassland grassland grassland trees trees trees forest trees forest trees trees grassland grassland hills grassland grassland grassland grassland trees trees trees forest forest trees trees trees forest trees forest trees grassland grassland trees trees grassland hills forest trees grassland grassland grassland trees grassland trees trees trees trees trees trees forest forest trees trees grassland grassland trees trees trees forest forest trees grassland grassland grassland grassland trees grassland hills trees forest forest forest trees trees trees trees trees trees trees trees trees trees forest forest hills forest trees trees trees grassland grassland trees trees forest trees forest trees forest forest forest trees grassland grassland grassland trees trees forest hills trees trees trees trees trees grassland grassland trees grassland trees trees grassland trees trees forest trees trees forest forest trees forest forest trees grassland trees trees trees trees grassland trees trees forest trees forest forest trees forest hills hills trees grassland trees forest forest trees trees forest hills grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

ocean ocean ocean coast ocean coast grassland grassland grassland coast coast coast grassland grassland grassland hills forest trees trees grassland grassland hills trees trees grassland grassland trees trees forest forest trees trees trees forest trees grassland grassland trees grassland trees grassland grassland trees forest forest forest trees trees grassland trees forest trees trees trees grassland grassland grassland grassland grassland trees trees trees trees trees grassland grassland hills forest trees trees trees forest forest trees forest trees forest trees trees grassland trees trees trees forest trees grassland grassland grassland trees trees grassland trees trees trees trees trees forest forest forest forest forest trees trees trees forest trees forest trees grassland hills forest forest trees grassland grassland trees trees trees forest forest trees forest forest forest forest hills trees hills forest forest trees grassland trees trees trees trees trees grassland grassland grassland trees forest hills grassland trees trees forest trees trees trees forest trees forest forest trees grassland grassland grassland grassland grassland trees forest trees trees trees trees trees trees trees grassland grassland grassland trees trees forest trees grassland trees trees grassland grassland grassland grassland coast coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

ocean ocean coast grassland coast coast grassland grassland grassland grassland grassland coast coast grassland trees trees forest trees grassland trees grassland trees trees grassland grassland trees forest trees forest forest trees grassland hills hills grassland grassland grassland grassland trees trees hills hills forest forest forest trees trees trees trees forest forest trees trees trees grassland grassland grassland grassland hills forest forest forest forest trees grassland grassland grassland trees grassland trees grassland trees trees trees trees trees trees forest trees trees forest forest forest forest trees trees trees grassland trees trees trees forest forest trees forest trees forest forest forest trees trees forest trees trees forest forest forest trees trees forest trees trees trees grassland trees trees trees forest forest forest trees trees forest trees hills hills grassland hills hills hills grassland hills forest trees trees forest forest hills trees grassland trees trees grassland grassland trees forest trees grassland trees trees forest trees forest trees forest trees grassland trees grassland grassland grassland trees trees forest forest forest forest trees grassland grassland grassland grassland trees grassland hills grassland grassland grassland grassland grassland grassland grassland grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

ocean coast grassland grassland grassland coast coast grassland trees grassland grassland coast grassland grassland trees grassland hills hills grassland grassland hills forest trees grassland grassland trees trees trees forest trees forest hills grassland grassland grassland grassland grassland grassland trees trees trees trees forest forest deepWood forest trees forest forest forest trees trees trees forest hills grassland grassland grassland trees trees trees trees forest trees grassland grassland hills grassland grassland trees trees grassland grassland trees grassland grassland grassland trees forest trees forest forest forest trees forest trees trees grassland grassland grassland trees forest hills grassland trees trees forest trees trees grassland trees forest forest forest forest forest trees forest forest forest trees grassland grassland trees grassland trees trees trees trees trees trees grassland trees trees hills hills grassland grassland trees trees grassland grassland trees grassland trees forest forest trees forest trees trees forest trees trees trees forest trees trees forest forest forest forest trees grassland trees trees trees forest trees trees trees forest forest trees trees hills forest trees grassland grassland grassland grassland grassland grassland trees grassland trees grassland trees grassland grassland trees grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

ocean coast grassland trees grassland coast grassland grassland grassland grassland coast coast grassland grassland grassland grassland trees forest trees grassland hills forest trees grassland trees grassland grassland trees forest trees hills grassland hills grassland trees grassland grassland grassland grassland grassland trees forest forest deepWood forest trees forest trees trees forest forest forest trees forest forest hills grassland grassland hills grassland trees forest trees grassland trees trees forest trees trees trees trees trees trees forest hills grassland trees trees forest trees forest forest trees trees trees trees trees grassland grassland grassland grassland trees grassland trees grassland grassland trees grassland trees trees forest trees trees trees trees forest forest trees forest forest trees grassland grassland grassland grassland trees trees trees trees trees grassland hills forest trees grassland grassland grassland trees forest trees trees trees grassland grassland grassland trees forest trees forest forest trees forest trees trees forest forest forest trees trees trees trees trees trees grassland grassland grassland grassland trees forest forest forest forest forest forest forest trees forest trees trees grassland trees grassland grassland grassland grassland trees trees grassland trees grassland grassland grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

ocean ocean coast grassland grassland grassland grassland grassland grassland grassland coast coast grassland coast grassland hills forest forest forest trees trees forest forest hills grassland trees hills forest trees trees grassland trees forest trees forest trees grassland grassland grassland trees trees forest forest forest trees trees forest hills hills trees forest forest trees forest trees grassland grassland trees forest hills trees forest forest trees forest forest deepWood forest trees forest forest trees trees trees grassland hills forest trees hills forest forest forest trees trees forest forest forest trees trees trees hills grassland hills trees trees grassland grassland grassland trees grassland trees trees trees trees trees forest trees trees trees forest trees grassland grassland grassland hills forest trees trees grassland trees grassland hills forest trees trees grassland trees forest forest trees forest forest trees trees grassland trees forest trees forest forest forest trees trees trees trees trees forest trees grassland grassland grassland trees trees grassland trees grassland grassland grassland trees trees trees trees trees forest trees forest forest forest trees grassland trees trees trees grassland hills forest forest trees trees trees trees trees grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

ocean ocean coast grassland coast grassland trees grassland trees grassland coast grassland grassland coast coast grassland trees trees trees forest forest trees trees hills grassland grassland grassland hills forest forest trees forest hills forest forest trees grassland grassland trees grassland grassland trees trees forest trees forest trees trees forest forest deepWood forest trees trees trees trees grassland hills trees forest forest trees trees forest trees forest forest forest forest trees trees grassland trees grassland grassland trees trees grassland grassland trees trees trees forest forest deepWood forest trees trees forest forest forest hills forest trees forest trees trees trees forest trees forest trees trees forest trees forest forest forest trees trees grassland trees trees trees grassland trees grassland grassland grassland trees grassland grassland hills trees trees grassland trees trees trees grassland hills hills grassland trees grassland grassland hills grassland trees forest deepWood forest forest trees trees trees forest trees grassland hills grassland trees trees grassland grassland grassland trees grassland trees trees forest forest forest trees trees trees trees trees trees grassland trees trees forest trees hills trees forest trees grassland grassland grassland grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean 

seaIce ocean seaIce coast seaIce coast tundra tundra tundra tundra coast coast coast coast tundra trees tundra trees trees trees forest forest forest forest trees tundra tundra tundra trees forest trees trees tundra trees trees trees trees tundra trees trees trees trees trees trees trees forest forest forest trees forest forest forest forest forest trees tundra trees forest forest forest forest forest trees forest trees trees trees forest trees trees forest trees forest trees tundra tundra tundra tundra trees forest trees trees forest trees forest trees forest trees forest forest trees forest forest trees forest trees tundra tundra trees forest trees trees forest trees trees forest forest forest forest forest trees trees trees tundra trees forest trees trees tundra tundra tundra tundra trees tundra tundra tundra tundra trees tundra tundra trees trees tundra tundra tundra tundra tundra trees trees forest forest forest trees trees tundra tundra trees trees trees tundra tundra tundra trees tundra tundra tundra tundra tundra trees trees forest forest forest forest forest forest forest forest trees trees forest forest forest forest forest forest forest trees tundra tundra trees trees tundra trees coast coast ocean seaIce seaIce coast coast seaIce seaIce ocean coast seaIce coast seaIce seaIce seaIce 

seaIce seaIce seaIce seaIce seaIce tundra trees tundra tundra trees tundra tundra coast tundra tundra tundra trees tundra tundra tundra trees trees trees trees tundra tundra trees trees forest forest forest trees trees forest forest trees forest trees forest forest forest trees forest forest trees forest forest forest forest forest trees forest forest forest forest trees trees forest trees forest trees forest trees forest trees trees trees trees trees forest forest forest forest trees tundra tundra tundra tundra trees trees trees trees forest forest forest forest forest forest forest forest forest trees forest trees forest trees tundra tundra tundra trees tundra trees forest trees forest forest forest forest forest trees trees forest forest trees forest trees forest forest trees trees trees tundra trees tundra tundra tundra tundra tundra tundra trees forest trees tundra tundra trees trees trees forest forest forest trees forest trees tundra tundra tundra tundra trees tundra tundra tundra tundra tundra tundra tundra trees trees trees forest trees forest trees forest forest forest forest forest trees forest forest forest forest forest trees forest trees forest trees trees trees forest trees trees forest forest forest coast coast coast tundra tundra tundra seaIce coast tundra tundra tundra coast ocean ocean 

seaIce coast tundra seaIce tundra tundra tundra tundra trees forest trees tundra coast tundra tundra tundra trees tundra tundra trees forest trees trees trees tundra trees trees forest trees trees forest trees forest forest trees trees forest forest trees forest trees trees trees trees forest forest trees trees trees trees forest forest forest forest forest forest forest trees forest forest forest forest trees forest forest trees trees trees forest forest forest forest forest trees tundra trees trees tundra tundra tundra trees tundra trees forest forest forest forest trees trees trees trees forest trees forest forest trees tundra tundra tundra tundra tundra tundra trees tundra trees trees forest forest trees trees trees forest forest forest forest forest forest trees trees trees tundra tundra tundra trees trees tundra tundra tundra tundra trees forest forest trees trees forest trees forest trees trees forest forest forest trees tundra tundra tundra trees trees tundra tundra tundra tundra tundra tundra trees forest forest forest trees trees forest forest forest trees forest forest forest forest forest trees trees trees forest forest forest trees forest forest trees forest forest trees trees trees trees forest forest forest tundra trees trees trees tundra tundra trees trees tundra tundra coast ocean 

seaIce ocean coast seaIce tundra trees trees trees trees trees tundra tundra tundra tundra tundra tundra tundra tundra trees forest forest forest trees tundra tundra trees trees forest trees trees forest trees forest forest forest forest forest trees trees forest forest forest forest trees forest forest trees tundra tundra tundra tundra forest trees trees trees forest forest trees forest trees forest forest forest forest forest forest trees trees trees trees forest trees forest forest trees tundra tundra tundra tundra tundra tundra trees tundra trees trees forest forest forest trees tundra trees forest trees trees trees trees tundra tundra tundra tundra tundra tundra trees trees forest forest trees forest trees trees trees forest trees forest forest forest forest forest forest forest trees tundra tundra tundra tundra tundra tundra tundra trees forest forest forest forest forest trees forest trees trees forest forest forest forest forest trees trees trees tundra tundra tundra tundra tundra tundra tundra trees trees forest forest trees forest trees forest forest forest forest forest forest forest trees forest forest forest trees trees trees forest forest trees forest forest trees trees trees forest trees forest trees forest trees trees forest forest forest tundra tundra tundra tundra tundra tundra coast seaIce 

